"Code 6-digit","Section Code","Part 2-digit","Part 4-digit","Part 6-digit","Product Name","Nom du produit"
"010111","Type 1","01","01","11","Horses; live, pure-bred breeding animals","Les chevaux ; animaux reproducteurs vivants de race pure"
"620792","Type 11","62","07","92","Singlets and other vests, bathrobes, dressing gowns and similar articles; men's or boys', of man-made fibres (not knitted or crocheted)","Débardeurs et autres gilets, peignoirs, robes de chambre et articles similaires  ; pour hommes ou garçonnets, de fibres synthétiques ou artificielles (autres qu'en bonneterie)"
"620799","Type 11","62","07","99","Singlets and other vests, bathrobes, dressing gowns and similar articles; men's or boys', of textile materials other than cotton or man-made fibres (not knitted or crocheted)","Débardeurs et autres gilets, peignoirs, robes de chambre et articles similaires  ; pour hommes ou garçonnets, de matières textiles autres que le coton ou les fibres synthétiques ou artificielles (autres qu'en bonneterie)"
"620811","Type 11","62","08","11","Slips and petticoats; women's or girls', of man-made fibres (not knitted or crocheted)","Jupons et jupons ; pour femmes ou fillettes, en fibres synthétiques ou artificielles (autres qu'en bonneterie)"
"620819","Type 11","62","08","19","Slips and petticoats; women's or girls', of textile materials other than man-made fibres (not knitted or crocheted)","Jupons et jupons ; pour femmes ou fillettes, en matières textiles autres que les fibres synthétiques ou artificielles (autres qu'en bonneterie)"
"620821","Type 11","62","08","21","Nightdresses and pyjamas; women's or girls', of cotton (not knitted or crocheted)","Chemises de nuit et pyjamas ; pour femmes ou fillettes, en coton (autres qu'en bonneterie)"
"620822","Type 11","62","08","22","Nightdresses and pyjamas; women's or girls', of man-made fibres (not knitted or crocheted)","Chemises de nuit et pyjamas ; pour femmes ou fillettes, en fibres synthétiques ou artificielles (autres qu'en bonneterie)"
"620829","Type 11","62","08","29","Nightdresses and pyjamas; women's or girls', of textile materials other than cotton or man-made fibres (not knitted or crocheted)","Chemises de nuit et pyjamas ; pour femmes ou fillettes, de matières textiles autres que le coton ou les fibres synthétiques ou artificielles (autres qu'en bonneterie)"
"620891","Type 11","62","08","91","Singlets and other vests, briefs, panties, negligees, bathrobes, dressing gowns and similar articles; women's or girls', of cotton (not knitted or crocheted)","Débardeurs et autres gilets, caleçons, culottes, déshabillés, peignoirs, robes de chambre et articles similaires  ; pour femmes ou fillettes, en coton (autres qu'en bonneterie)"
"620892","Type 11","62","08","92","Singlets and other vests, briefs, panties, negligees, bathrobes, dressing gowns and similar articles; women's or girls', of man-made fibres (not knitted or crocheted)","Débardeurs et autres gilets, caleçons, culottes, déshabillés, peignoirs, robes de chambre et articles similaires  ; pour femmes ou fillettes, en fibres synthétiques ou artificielles (autres qu'en bonneterie)"
"620899","Type 11","62","08","99","Singlets and other vests, briefs, panties, negligees, bathrobes, dressing gowns and similar articles; women's or girls', of textile materials other than cotton or man-made fibres (not knitted or crocheted)","Débardeurs et autres gilets, caleçons, culottes, déshabillés, peignoirs, robes de chambre et articles similaires  ; pour femmes ou fillettes, de matières textiles autres que le coton ou les fibres synthétiques ou artificielles (autres qu'en bonneterie)"
"620910","Type 11","62","09","10","Garments and clothing accessories; babies', of wool or fine animal hair (not knitted or crocheted)","Vêtements et accessoires vestimentaires ; pour bébés, en laine ou en poils fins (autres qu'en bonneterie)"
"620920","Type 11","62","09","20","Garments and clothing accessories; babies', of cotton (not knitted or crocheted)","Vêtements et accessoires vestimentaires ; pour bébés, de coton (autres qu'en bonneterie)"
"620930","Type 11","62","09","30","Garments and clothing accessories; babies', of synthetic fibres (not knitted or crocheted)","Vêtements et accessoires vestimentaires ; pour bébés, de fibres synthétiques (autres qu'en bonneterie)"
"620990","Type 11","62","09","90","Garments and clothing accessories; babies', of textile materials other than wool or fine animal hair, cotton or synthetic fibres (not knitted or crocheted)","Vêtements et accessoires vestimentaires ; bébés, en matières textiles autres que la laine ou les poils fins, le coton ou les fibres synthétiques (autres qu'en bonneterie)"
"621010","Type 11","62","10","10","Garments; of felt or non-wovens (not knitted or crocheted)","Habits ; de feutre ou de non-tissés (non tricotés ni crochetés)"
"621020","Type 11","62","10","20","Garments; overcoats, raincoats, car-coats, capes, cloaks and similar articles, men's or boys', of the fabrics of heading no. 5602, 5603, 5903, 5906 or 5907 (not knitted or crocheted)","Habits ; pardessus, imperméables, paletots, capes, manteaux et articles similaires, pour hommes ou garçonnets, des tissus du n°5602, 5603, 5903, 5906 ou 5907 (ni tricoté ni crocheté)"
"621030","Type 11","62","10","30","Garments; overcoats, raincoats, car-coats, capes, cloaks and similar articles, women's or girls', of the fabrics of heading no. 5602, 5603, 5903, 5906 or 5907 (not knitted or crocheted)","Habits ; pardessus, imperméables, paletots, capes, manteaux et articles similaires, pour dames ou fillettes, des tissus du n°5602, 5603, 5903, 5906 ou 5907 (ni tricoté ni crocheté)"
"621040","Type 11","62","10","40","Garments; men's or boys', n.e.s. in item no. 6210.2, of the fabrics of heading no. 5602, 5603, 5903, 5906 or 5907 (not knitted or crocheted)","Habits ; pour hommes ou garçons, n.d.a. dans l'article no. 6210.2, des tissus du no. 5602, 5603, 5903, 5906 ou 5907 (ni tricoté ni crocheté)"
"621050","Type 11","62","10","50","Garments; women's or girls', n.e.s. in item no. 6210.3, of the fabrics of heading no. 5602, 5603, 5903, 5906 or 5907 (not knitted or crocheted)","Habits ; pour femmes ou filles, n.d.a. dans l'article no. 6210.3, des tissus du no. 5602, 5603, 5903, 5906 ou 5907 (ni tricoté ni crocheté)"
"621111","Type 11","62","11","11","Swimwear; men's or boys', (not knitted or crocheted)","Maillots de bain ; pour hommes ou garçons (non tricotés ni crochetés)"
"621112","Type 11","62","11","12","Swimwear; women's or girls', (not knitted or crocheted)","Maillots de bain ; pour femmes ou filles (non tricotées ni crochetées)"
"621120","Type 11","62","11","20","Ski suits; (not knitted or crocheted)","Combinaisons de ski ; (ni tricoté ni crocheté)"
"621131","Type 11","62","11","31","Track suits and other garments n.e.s.; men's or boys', of wool or fine animal hair (not knitted or crocheted)","Survêtements et autres vêtements n.d.a.  ; pour hommes ou garçonnets, de laine ou de poils fins (autres qu'en bonneterie)"
"621132","Type 11","62","11","32","Track suits and other garments n.e.s.; men's or boys', of cotton (not knitted or crocheted)","Survêtements et autres vêtements n.d.a.  ; pour hommes ou garçonnets, de coton (autres qu'en bonneterie)"
"621133","Type 11","62","11","33","Track suits and other garments n.e.s.; men's or boys', of man-made fibres (not knitted or crocheted)","Survêtements et autres vêtements n.d.a.  ; pour hommes ou garçonnets, de fibres synthétiques ou artificielles (autres qu'en bonneterie)"
"621139","Type 11","62","11","39","Track suits and other garments n.e.s.; men's or boys', of textile materials n.e.s. in item no. 6211.3 (not knitted or crocheted)","Survêtements et autres vêtements n.d.a.  ; pour hommes ou garçonnets, de matières textiles n.d.a. dans l'article no. 6211.3 (ni tricoté ni crocheté)"
"621141","Type 11","62","11","41","Track suits and other garments n.e.s.; women's or girls', of wool or fine animal hair (not knitted or crocheted)","Survêtements et autres vêtements n.d.a.  ; pour femmes ou fillettes, en laine ou en poils fins (autres qu'en bonneterie)"
"621142","Type 11","62","11","42","Track suits and other garments n.e.s.; women's or girls', of cotton (not knitted or crocheted)","Survêtements et autres vêtements n.d.a.  ; pour femmes ou fillettes, en coton (autres qu'en bonneterie)"
"621143","Type 11","62","11","43","Track suits and other garments n.e.s.; women's or girls', of man-made fibres (not knitted or crocheted)","Survêtements et autres vêtements n.d.a.  ; pour femmes ou fillettes, en fibres synthétiques ou artificielles (autres qu'en bonneterie)"
"621149","Type 11","62","11","49","Track suits and other garments n.e.s.; women's or girls', of textile materials n.e.s. in item no. 6211.4 (not knitted or crocheted)","Survêtements et autres vêtements n.d.a.  ; pour dames ou fillettes, de matières textiles n.d.a. dans l'article no. 6211.4 (non tricoté ni crocheté)"
"621210","Type 11","62","12","10","Brassieres; whether or not knitted or crocheted","Soutiens-gorge ; même en bonneterie"
"621220","Type 11","62","12","20","Girdles and panty-girdles; whether or not knitted or crocheted","Gaines et gaines-culottes ; même en bonneterie"
"621230","Type 11","62","12","30","Corselettes; whether or not knitted or crocheted","Corselettes ; même en bonneterie"
"621290","Type 11","62","12","90","Braces, suspenders, garters and similar articles; whether or not knitted or crocheted, n.e.s. in heading no. 6212","Bretelles, bretelles, jarretières et articles similaires  ; même en bonneterie, n.d.a. dans la rubrique no. 6212"
"621310","Type 11","62","13","10","Handkerchiefs; of silk or silk waste (not knitted or crocheted)","Mouchoirs ; de soie ou déchets de soie (non tricotés ni crochetés)"
"621320","Type 11","62","13","20","Handkerchiefs; of cotton (not knitted or crocheted)","Mouchoirs ; de coton (ni tricoté ni crocheté)"
"621390","Type 11","62","13","90","Handkerchiefs; of textile materials other than silk or cotton (not knitted or crocheted)","Mouchoirs ; de matières textiles autres que la soie ou le coton (non tricotées ni crochetées)"
"621410","Type 11","62","14","10","Shawls, scarves, mufflers, mantillas, veils and the like; of silk or silk waste (not knitted or crocheted)","Châles, écharpes, cache-nez, mantilles, voiles et similaires ; de soie ou déchets de soie (non tricotés ni crochetés)"
"621420","Type 11","62","14","20","Shawls, scarves, mufflers, mantillas, veils and the like; of wool or fine animal hair (not knitted or crocheted)","Châles, écharpes, cache-nez, mantilles, voiles et similaires ; de laine ou de poils fins (non tricotés ni crochetés)"
"621430","Type 11","62","14","30","Shawls, scarves, mufflers, mantillas, veils and the like; of synthetic fibres (not knitted or crocheted)","Châles, écharpes, cache-nez, mantilles, voiles et similaires ; de fibres synthétiques (non tricotées ni crochetées)"
"621440","Type 11","62","14","40","Shawls, scarves, mufflers, mantillas, veils and the like; of artificial fibres (not knitted or crocheted)","Châles, écharpes, cache-nez, mantilles, voiles et similaires ; de fibres artificielles (ni tricotées ni crochetées)"
"621490","Type 11","62","14","90","Shawls, scarves, mufflers, mantillas, veils and the like; of textile materials n.e.s. in heading no. 6214 (not knitted or crocheted)","Châles, écharpes, cache-nez, mantilles, voiles et similaires ; de matières textiles n.d.a. dans la rubrique no. 6214 (ni tricoté ni crocheté)"
"621510","Type 11","62","15","10","Ties, bow ties and cravats; of silk or silk waste (not knitted or crocheted)","Cravates, noeuds papillon et foulards ; de soie ou déchets de soie (non tricotés ni crochetés)"
"621520","Type 11","62","15","20","Ties, bow ties and cravats; of man-made fibres (not knitted or crocheted)","Cravates, noeuds papillon et foulards ; de fibres synthétiques ou artificielles (ni tricotées ni crochetées)"
"621590","Type 11","62","15","90","Ties, bow ties and cravats; of textile materials other than silk or man-made fibres (not knitted or crocheted)","Cravates, noeuds papillon et foulards ; de matières textiles autres que la soie ou les fibres synthétiques ou artificielles (non tricotées ni crochetées)"
"621600","Type 11","62","16","00","Gloves, mittens and mitts (not knitted or crocheted)","Gants, mitaines et mitaines (ni tricotés ni crochetés)"
"621710","Type 11","62","17","10","Clothing accessories; other than those of heading no. 6212 (not knitted or crocheted)","Vêtements & Accessoires ; autres que ceux du no. 6212 (ni tricoté ni crocheté)"
"621790","Type 11","62","17","90","Clothing; parts of garments or of clothing accessories, other than those of heading no. 6212 (not knitted or crocheted)","Vêtements ; parties de vêtements ou d'accessoires du vêtement, autres que celles du no. 6212 (ni tricoté ni crocheté)"
"630110","Type 11","63","01","10","Blankets; electric","Couvertures ; électrique"
"630120","Type 11","63","01","20","Blankets (other than electric blankets) and travelling rugs; of wool or fine animal hair","Couvertures (autres que couvertures chauffantes) et couvertures de voyage ; de laine ou de poils fins"
"630130","Type 11","63","01","30","Blankets (other than electric blankets) and travelling rugs; of cotton","Couvertures (autres que couvertures chauffantes) et couvertures de voyage ; de coton"
"630140","Type 11","63","01","40","Blankets (other than electric blankets) and travelling rugs; of synthetic fibres","Couvertures (autres que couvertures chauffantes) et couvertures de voyage ; de fibres synthétiques"
"630190","Type 11","63","01","90","Blankets and travelling rugs; n.e.s. in heading no. 6301","Couvertures et tapis de voyage ; n.c.a. dans la rubrique no. 6301"
"630210","Type 11","63","02","10","Bed linen; knitted or crocheted","Draps de lit ; tricoté ou crocheté"
"630221","Type 11","63","02","21","Bed linen; of cotton, printed, not knitted or crocheted","Draps de lit ; en coton, imprimés, autres qu'en bonneterie"
"630222","Type 11","63","02","22","Bed linen; of man-made fibres, printed, not knitted or crocheted","Draps de lit ; de fibres synthétiques ou artificielles, imprimées, autres qu'en bonneterie"
"630229","Type 11","63","02","29","Bed linen; of textile materials (other than cotton or man-made fibres), printed, not knitted or crocheted","Draps de lit ; de matières textiles (autres que le coton ou les fibres synthétiques ou artificielles), imprimées, autres qu'en bonneterie"
"630231","Type 11","63","02","31","Bed linen; of cotton (not printed, knitted or crocheted)","Draps de lit ; de coton (non imprimé, tricoté ou crocheté)"
"630232","Type 11","63","02","32","Bed linen; of man-made fibres (not printed, knitted or crocheted)","Draps de lit ; de fibres synthétiques ou artificielles (non imprimées, tricotées ou crochetées)"
"630239","Type 11","63","02","39","Bed linen; of textile materials other than cotton or man-made fibres (not printed, knitted or crocheted)","Draps de lit ; de matières textiles autres que le coton ou les fibres synthétiques ou artificielles (non imprimées, ni tricotées ni crochetées)"
"630240","Type 11","63","02","40","Table linen; knitted or crocheted","Linge de table ; tricoté ou crocheté"
"630251","Type 11","63","02","51","Table linen; of cotton, not knitted or crocheted","Linge de table ; en coton, autres qu'en bonneterie"
"630252","Type 11","63","02","52","Table linen; of flax, not knitted or crocheted","Linge de table ; en lin, autres qu'en bonneterie"
"630253","Type 11","63","02","53","Table linen; of man-made fibres, not knitted or crocheted","Linge de table ; en fibres synthétiques ou artificielles, autres qu'en bonneterie"
"630259","Type 11","63","02","59","Table linen; of textile materials (other than cotton, flax or man-made fibres), not knitted or crocheted","Linge de table ; de matières textiles (autres que le coton, le lin ou les fibres synthétiques ou artificielles), autres qu'en bonneterie"
"630260","Type 11","63","02","60","Kitchen and toilet linen; of terry towelling or similar terry fabrics, of cotton","Linge de cuisine et de toilette ; en éponge éponge ou tissus éponge similaires, en coton"
"630291","Type 11","63","02","91","Toilet and kitchen linen; of cotton, excluding terry towelling or similar terry fabrics","Linge de toilette et de cuisine ; en coton, à l'exclusion des tissus éponge ou tissus éponge similaires"
"630292","Type 11","63","02","92","Toilet and kitchen linen; of flax","Linge de toilette et de cuisine ; de lin"
"630293","Type 11","63","02","93","Toilet and kitchen linen; of man-made fibres","Linge de toilette et de cuisine ; de fibres synthétiques"
"630299","Type 11","63","02","99","Toilet and kitchen linen; of textile materials (other than cotton, flax or man-made fibres)","Linge de toilette et de cuisine ; de matières textiles (autres que le coton, le lin ou les fibres synthétiques ou artificielles)"
"630311","Type 11","63","03","11","Curtains (including drapes) and interior blinds; curtain or bed valances, knitted or crocheted, of cotton","Rideaux (y compris tentures) et stores intérieurs  ; cantonnières de rideaux ou de lit, en bonneterie, de coton"
"630312","Type 11","63","03","12","Curtains (including drapes) and interior blinds; curtain or bed valances, knitted or crocheted, of synthetic fibres","Rideaux (y compris tentures) et stores intérieurs  ; tour de lit, en bonneterie, en fibres synthétiques"
"630319","Type 11","63","03","19","Curtains (including drapes) and interior blinds; curtain or bed valances, knitted or crocheted, of textile materials other than cotton or synthetic fibres","Rideaux (y compris tentures) et stores intérieurs  ; tour de lit, en bonneterie, en matières textiles autres que le coton ou les fibres synthétiques"
"630391","Type 11","63","03","91","Curtains (including drapes) and interior blinds, curtain or bed valances; of cotton, not knitted or crocheted","Rideaux (y compris tentures) et stores intérieurs, cantonnières ou cantonnières de lit  ; en coton, autres qu'en bonneterie"
"630392","Type 11","63","03","92","Curtains (including drapes) and interior blinds, curtain or bed valances; of synthetic fibres, not knitted or crocheted","Rideaux (y compris tentures) et stores intérieurs, cantonnières ou cantonnières de lit  ; en fibres synthétiques, autres qu'en bonneterie"
"630399","Type 11","63","03","99","Curtains (including drapes) and interior blinds, curtain or bed valances; of textile materials other than cotton or synthetic fibres, not knitted or crocheted","Rideaux (y compris tentures) et stores intérieurs, cantonnières ou cantonnières de lit  ; de matières textiles autres que le coton ou les fibres synthétiques, autres qu'en bonneterie"
"630411","Type 11","63","04","11","Bedspreads; knitted or crocheted","Couvre-lits ; tricoté ou crocheté"
"630419","Type 11","63","04","19","Bedspreads; not knitted or crocheted","Couvre-lits ; ni tricoté ni crocheté"
"630491","Type 11","63","04","91","Furnishing articles; excluding those of heading no. 9404, knitted or crocheted (excluding bedspreads)","Articles d'ameublement ; à l'exclusion de ceux du no. 9404, tricotés ou crochetés (à l'exclusion des couvre-lits)"
"630492","Type 11","63","04","92","Furnishing articles; of cotton, not knitted or crocheted (excluding bedspreads and articles of heading no. 9404)","Articles d'ameublement ; en coton, autres qu'en bonneterie (à l'exclusion des couvre-lits et des articles du n°9404)"
"630493","Type 11","63","04","93","Furnishing articles; of synthetic fibres, not knitted or crocheted (excluding bedspreads and articles of heading no. 9404)","Articles d'ameublement ; en fibres synthétiques, autres qu'en bonneterie (à l'exclusion des couvre-lits et des articles du n°9404)"
"630499","Type 11","63","04","99","Furnishing articles; of textile materials other than cotton or synthetic fibres, not knitted or crocheted (excluding bedspreads and articles of heading no. 9404)","Articles d'ameublement ; de matières textiles autres que le coton ou les fibres synthétiques, autres qu'en bonneterie (à l'exclusion des couvre-lits et des articles du n°9404)"
"630510","Type 11","63","05","10","Sacks and bags; of a kind used for the packing of goods, of jute or of other textile bast fibres of heading no. 5303","Sacs et sacs ; des types utilisés pour l'emballage des marchandises, en jute ou en autres fibres textiles libériennes du no. 5303"
"630520","Type 11","63","05","20","Sacks and bags; of a kind used for the packing of goods, of cotton","Sacs et sacs ; des types utilisés pour l'emballage des marchandises, en coton"
"630531","Type 11","63","05","31","Sacks and bags; of a kind used for the packing of goods, of polyethylene or polypropylene strip or the like","Sacs et sacs ; du type utilisé pour l'emballage des marchandises, en bande de polyéthylène ou de polypropylène ou similaire"
"630539","Type 11","63","05","39","Sacks and bags; of a kind used for the packing of goods, of man-made textile materials, not of polyethylene or polypropylene strip or the like","Sacs et sacs ; des types utilisés pour l'emballage de marchandises, en matières textiles synthétiques ou artificielles, autres qu'en bandes de polyéthylène ou de polypropylène ou similaires"
"630590","Type 11","63","05","90","Sacks and bags; of a kind used for the packing of goods, of textile materials (other than jute, cotton or man-made textile materials)","Sacs et sacs ; des types utilisés pour l'emballage des marchandises, en matières textiles (autres que le jute, le coton ou les matières textiles synthétiques ou artificielles)"
"630611","Type 11","63","06","11","Tarpaulins, awnings and sunblinds; of cotton","Bâches, auvents et stores pare-soleil  ; de coton"
"630612","Type 11","63","06","12","Tarpaulins, awnings and sunblinds; of synthetic fibres","Bâches, auvents et stores pare-soleil  ; de fibres synthétiques"
"630619","Type 11","63","06","19","Tarpaulins, awnings and sunblinds; of textile materials other than cotton or synthetic fibres","Bâches, auvents et stores pare-soleil  ; de matières textiles autres que le coton ou les fibres synthétiques"
"630621","Type 11","63","06","21","Tents; of cotton","Tentes  ; de coton"
"630622","Type 11","63","06","22","Tents; of synthetic fibres","Tentes  ; de fibres synthétiques"
"630629","Type 11","63","06","29","Tents; of textile materials other than cotton or synthetic fibres","Tentes  ; de matières textiles autres que le coton ou les fibres synthétiques"
"630631","Type 11","63","06","31","Sails; of synthetic fibres","Voiles  ; de fibres synthétiques"
"630639","Type 11","63","06","39","Sails; of textile materials other than synthetic fibres","Voiles  ; de matières textiles autres que les fibres synthétiques"
"630641","Type 11","63","06","41","Pneumatic mattresses; of cotton","Matelas pneumatiques ; de coton"
"630649","Type 11","63","06","49","Pneumatic mattresses; of textile materials other than cotton","Matelas pneumatiques ; de matières textiles autres que le coton"
"630691","Type 11","63","06","91","Sailboards, landcraft or camping goods; of cotton","Planches à voile, landcraft ou articles de camping  ; de coton"
"630699","Type 11","63","06","99","Sailboards, landcraft or camping goods; of textile materials other than cotton","Planches à voile, landcraft ou articles de camping  ; de matières textiles autres que le coton"
"630710","Type 11","63","07","10","Cloths; floor cloths, dish-cloths, dusters and similar cleaning cloths","Chiffons ; serpillières, lavettes, plumeaux et chiffons de nettoyage similaires"
"630720","Type 11","63","07","20","Life-jackets and life-belts","Gilets de sauvetage et ceintures de sauvetage"
"630790","Type 11","63","07","90","Textiles; made up articles (including dress patterns), n.e.s. in chapter 63, n.e.s. in heading no. 6307","Textiles ; articles confectionnés (y compris les patrons de vêtements), n.d.a. au chapitre 63, n.d.a. dans la rubrique no. 6307"
"630800","Type 11","63","08","00","Fabrics, woven and yarn; in sets, whether or not with accessories, for making up into rugs, tapestries, embroidered table cloths or serviettes or similar textile articles, packaged for retail sale","Tissus tissés et filés ; en assortiments, même avec accessoires, pour la confection de tapis, tapisseries, nappes ou serviettes brodées ou articles textiles similaires, conditionnés pour la vente au détail"
"630900","Type 11","63","09","00","Clothing; worn, and other worn articles","Vêtements ; portés et autres articles portés"
"631010","Type 11","63","10","10","Rags; used or new, scrap twine, cordage, rope and cables and worn out articles of twine, cordage, rope or cables, of textile materials; sorted","Chiffons ; ficelles, cordages, cordes et câbles, usagés ou neufs, et articles usés en ficelles, cordages, cordes ou câbles, en matières textiles ; trié"
"631090","Type 11","63","10","90","Rags; used or new, scrap twine, cordage, rope and cables and worn out articles of twine, cordage, rope or cables, of textile materials; other than sorted","Chiffons ; ficelles, cordages, cordes et câbles, usagés ou neufs, et articles usés en ficelles, cordages, cordes ou câbles, en matières textiles ; autre que trié"
"640110","Type 12","64","01","10","Footwear; waterproof with metal toe-cap, rubber or plastic outer soles and uppers (not assembled by stitch, rivet, nail, screw, plug or similar)","Chaussure ; imperméables avec embout métallique, semelles extérieures et dessus en caoutchouc ou en plastique (non assemblés par couture, rivet, clou, vis, cheville ou similaire)"
"640191","Type 12","64","01","91","Footwear; waterproof, covering the knee, rubber or plastic outer soles and uppers (not assembled by stitch, rivet, nail, screw, plug or similar)","Chaussure ; imperméables, couvrant le genou, semelles extérieures et dessus en caoutchouc ou en plastique (non assemblés par couture, rivet, clou, vis, cheville ou similaire)"
"640192","Type 12","64","01","92","Footwear; waterproof, covering the ankle (but not the knee), rubber or plastic outer soles and uppers (not assembled by stitch, rivet, nail, screw, plug or similar)","Chaussure ; imperméables, couvrant la cheville (mais pas le genou), semelles extérieures et dessus en caoutchouc ou en plastique (non assemblés par couture, rivet, clou, vis, cheville ou similaire)"
"640199","Type 12","64","01","99","Footwear; waterproof, n.e.s. in heading no. 6401, rubber or plastic outer soles and uppers (not assembled by stitch, rivet, nail, screw, plug or similar)","Chaussure ; étanche, n.d.a. dans la rubrique no. 6401, semelles extérieures et dessus en caoutchouc ou en plastique (non assemblés par couture, rivet, clou, vis, cheville ou similaire)"
"640211","Type 12","64","02","11","Sports footwear; ski boots and cross-country ski footwear, with outer soles and uppers of rubber or plastics","Chaussures de sport ; chaussures de ski et chaussures de ski de fond, à semelles extérieures et dessus en caoutchouc ou en plastique"
"640219","Type 12","64","02","19","Sports footwear; (other than ski-boots and cross-country ski footwear), with outer soles and uppers of rubber or plastics","Chaussures de sport ; (autres que chaussures de ski et chaussures de ski de fond), à semelles extérieures et dessus en caoutchouc ou en matière plastique"
"640220","Type 12","64","02","20","Footwear; with outer soles and uppers of rubber or plastics, upper straps or thongs assembled to the sole by plugs","Chaussure ; à semelles extérieures et dessus en caoutchouc ou en matière plastique, brides ou lanières supérieures assemblées à la semelle par des bouchons"
"640230","Type 12","64","02","30","Footwear; with metal toe-caps, outer soles and uppers of rubber or plastics","Chaussure ; avec embouts métalliques, semelles extérieures et dessus en caoutchouc ou en plastique"
"640291","Type 12","64","02","91","Footwear; n.e.s. in heading no. 6402, covering the ankle, with outer soles and uppers of rubber or plastics","Chaussure ; n.c.a. dans la rubrique no. 6402, couvrant la cheville, à semelles extérieures et dessus en caoutchouc ou en matière plastique"
"640299","Type 12","64","02","99","Footwear; n.e.s. in heading no. 6402, (other than just covering the ankle), with outer soles and uppers of rubber or plastics","Chaussure ; n.c.a. dans la rubrique no. 6402, (autres que couvrant uniquement la cheville), à \:200b\:200bsemelles extérieures et dessus en caoutchouc ou en plastique"
"640311","Type 12","64","03","11","Sports footwear; ski-boots and cross-country ski footwear, outer soles of rubber, plastics, leather or composition leather, uppers of leather","Chaussures de sport ; chaussures de ski et chaussures de ski de fond, semelles extérieures en caoutchouc, matière plastique, cuir naturel ou reconstitué, dessus en cuir"
"640319","Type 12","64","03","19","Sports footwear; (other than ski-boots or cross-country ski footwear), with outer soles of rubber, plastics, leather or composition leather and uppers of leather","Chaussures de sport ; (autres que chaussures de ski ou chaussures de ski de fond), à semelles extérieures en caoutchouc, matière plastique, cuir naturel ou reconstitué et dessus en cuir"
"640320","Type 12","64","03","20","Footwear; with outer soles of leather, uppers consisting of leather straps across instep and around the big toe","Chaussure ; à semelles extérieures en cuir, tiges constituées de lanières de cuir sur le cou-de-pied et autour du gros orteil"
"640330","Type 12","64","03","30","Footwear; made on wooden base or platform, without inner sole or metal toe cap, outer sole of rubber, plastic, leather or composition leather, uppers of leather","Chaussure ; fabriqués sur une base ou une plate-forme en bois, sans semelle intérieure ni embout métallique, semelle extérieure en caoutchouc, plastique, cuir ou cuir reconstitué, dessus en cuir"
"640340","Type 12","64","03","40","Footwear; with metal toe-cap, outer soles of rubber, plastics, leather or composition leather, uppers of leather","Chaussure ; avec embout en métal, semelles extérieures en caoutchouc, matière plastique, cuir naturel ou reconstitué, dessus en cuir"
"640351","Type 12","64","03","51","Footwear; n.e.s. in heading no. 6403, with outer soles and uppers of leather, covering the ankle","Chaussure ; n.c.a. dans la rubrique no. 6403, à semelles extérieures et dessus en cuir, couvrant la cheville"
"640359","Type 12","64","03","59","Footwear; n.e.s. in heading no. 6403, (not covering the ankle), outer soles and uppers of leather","Chaussure ; n.c.a. dans la rubrique no. 6403, (ne couvrant pas la cheville), semelles extérieures et dessus en cuir"
"640391","Type 12","64","03","91","Footwear; n.e.s. in heading no. 6403, covering the ankle, outer soles of rubber, plastics or composition leather, uppers of leather","Chaussure ; n.c.a. dans la rubrique no. 6403, couvrant la cheville, semelles extérieures en caoutchouc, matière plastique ou cuir reconstitué, dessus en cuir"
"640399","Type 12","64","03","99","Footwear; n.e.s. in heading no. 6403, (not covering the ankle), outer soles of rubber, plastics or composition leather, uppers of leather","Chaussure ; n.c.a. dans la rubrique no. 6403, (ne couvrant pas la cheville), semelles extérieures en caoutchouc, matière plastique ou cuir reconstitué, dessus en cuir"
"640411","Type 12","64","04","11","Sports footwear; tennis shoes, basketball shoes, gym shoes, training shoes and the like, with outer soles of rubber or plastics and uppers of textile materials","Chaussures de sport ; chaussures de tennis, chaussures de basket-ball, chaussures de sport, chaussures d'entraînement et similaires, à semelles extérieures en caoutchouc ou en matières plastiques et dessus en matières textiles"
"640419","Type 12","64","04","19","Footwear; (other than sportswear), with outer soles of rubber or plastics and uppers of textile materials","Chaussure ; (autres que vêtements de sport), à semelles extérieures en caoutchouc ou en matière plastique et dessus en matières textiles"
"640420","Type 12","64","04","20","Footwear; outer soles of leather or composition leather, uppers of textile materials","Chaussure ; semelles extérieures en cuir naturel ou reconstitué, dessus en matières textiles"
"640510","Type 12","64","05","10","Footwear; with uppers of leather or composition leather, n.e.s. in chapter 64","Chaussure ; à dessus en cuir naturel ou reconstitué, n.d.a. au chapitre 64"
"640520","Type 12","64","05","20","Footwear; with uppers of textile materials, n.e.s. in chapter 64","Chaussure ; à dessus en matières textiles, n.d.a. au chapitre 64"
"640590","Type 12","64","05","90","Footwear; n.e.s. in chapter 64","Chaussure ; n.c.a. au chapitre 64"
"640610","Type 12","64","06","10","Footwear; parts, uppers and parts thereof, other than stiffeners","Chaussure ; parties, empeignes et leurs parties, autres que les raidisseurs"
"640620","Type 12","64","06","20","Footwear; parts, outer soles and heels, of rubber or plastics","Chaussure ; parties, semelles extérieures et talons, en caoutchouc ou en matières plastiques"
"640691","Type 12","64","06","91","Footwear; parts, of wood","Chaussure ; pièces, en bois"
"640699","Type 12","64","06","99","Footwear; of materials n.e.s. in heading no. 6406","Chaussure ; de matériaux n.c.a. dans la rubrique no. 6406"
