"Code 6-digit","Section Code","Part 2-digit","Part 4-digit","Part 6-digit","Product Name","Nom du produit"
"680510","Type 13","68","05","10","Abrasive powder or grain; natural or artificial, on a base of woven textile fabric only, whether or not cut to shape or sewn or otherwise made up","Appliqués sur tissus en matières textiles seulement"
"680520","Type 13","68","05","20","Abrasive powder or grain; natural or artificial, on a base of paper or paperboard only, whether or not cut to shape or sewn or otherwise made up","Appliqués sur papier ou carton seulement"
"680530","Type 13","68","05","30","Abrasive powder or grain; natural or artificial, on a base of materials n.e.s. in heading no. 6805, whether or not cut to shape or sewn or otherwise made up","Appliqués sur d'autres matières"
"680610","Type 13","68","06","10","Slag wool, rock wool and similar mineral wools (including intermixtures thereof), in bulk, sheets or rolls","Laines de laitier, de scories, de roche et laines minérales similaires, même mélangées entre elles, en masses, feuilles ou rouleaux"
"680620","Type 13","68","06","20","Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials (including intermixtures thereof)","Vermiculite expansée, argiles expansées, mousse de scories et produits minéraux similaires expansés, même mélangés entre eux"
"680690","Type 13","68","06","90","Minerals; mixtures and articles of heat-insulating, sound-insulating or sound-absorbing mineral materials, other than those of heading no. 6811 or 6812 or of chapter 69","Autres"
"680710","Type 13","68","07","10","Asphalt or similar material; articles (eg petroleum bitumen or coal tar pitch) in rolls","En rouleaux"
"680790","Type 13","68","07","90","Asphalt or similar material; articles (eg petroleum bitumen or coal tar pitch) other than in rolls","Autres"
"680800","Type 13","68","08","00","Panels, boards, tiles, blocks and the like; of vegetable fibre, of straw, shavings, chips, particles, sawdust or other waste, of wood, agglomerated with cement, plaster or other mineral binders","Panneaux, planches, carreaux, blocs et articles similaires, en fibres végétales, en paille ou en copeaux, plaquettes, particules, sciures ou autres déchets de bois, agglomérés avec du ciment, du plâtre ou d'autres liants minéraux"
"680911","Type 13","68","09","11","Plaster, or plaster compositions; boards, sheets, panels, tiles and similar articles, faced or reinforced with paper or paperboard only, not ornamented","Planches, plaques, panneaux, carreaux et articles similaires, non ornementés : Revêtus ou renforcés de papier ou de carton uniquement"
"680919","Type 13","68","09","19","Plaster, or plaster compositions; boards, sheets, panels, tiles and similar articles, (other than faced or reinforced with paper or paperboard only), not ornamented","Planches, plaques, panneaux, carreaux et articles similaires, non ornementés : Autres"
"680990","Type 13","68","09","90","Plaster articles or articles of compositions based on plaster; n.e.s. in heading no. 6809","Autres ouvrages"
"681011","Type 13","68","10","11","Cement, concrete or artificial stone; building blocks or bricks, whether or not reinforced","Tuiles, carreaux, dalles, briques et articles similaires : Blocs et briques pour la construction"
"681019","Type 13","68","10","19","Cement, concrete or artificial stone; tiles, flagstones and similar, (excluding building blocks and bricks) whether or not reinforced","Tuiles, carreaux, dalles, briques et articles similaires : Autres"
"681091","Type 13","68","10","91","Cement, concrete or artificial stone; prefabricated structural components for building or civil engineering, whether or not reinforced","Autres ouvrages : Eléments préfabriqués pour le bâtiment ou le génie civil"
"681099","Type 13","68","10","99","Cement, concrete or artificial stone; articles (other than prefabricated structural components for building or civil engineering), whether or not reinforced, n.e.s. in heading no. 6810","Autres ouvrages : Autres"
"681110","Type 13","68","11","10","Asbestos-cement, cellulose fibre-cement articles or the like; corrugated sheets","Plaques ondulées"
"681120","Type 13","68","11","20","Asbestos-cement, cellulose fibre-cement articles or the like; sheets, panels, tiles and similar articles, other than corrugated sheets","Autres plaques, panneaux, carreaux, tuiles et articles similaires"
"681130","Type 13","68","11","30","Asbestos-cement, cellulose fibre-cement articles or the like; tubes, pipes and tube or pipe fittings","Tuyaux, gaines et accessoires de tuyauterie"
"681190","Type 13","68","11","90","Asbestos-cement, cellulose fibre-cement articles or the like; articles n.e.s. in heading no. 6811","Autres ouvrages"
"681250","Type 13","68","12","50","Asbestos; clothing, clothing accessories, footwear and headgear, of a mixture with a basis of asbestos or asbestos and magnesium carbonate, whether or not reinforced (excluding heading no. 6811 or 6813)","Vêtements, accessoires du vêtement, chaussures et coiffures"
"681260","Type 13","68","12","60","Asbestos; paper, millboard and felt, of a mixture with a basis of asbestos or asbestos and magnesium carbonate, whether or not reinforced (excluding goods of heading no. 6811 or 6813)","Papiers, cartons et feutres"
"681270","Type 13","68","12","70","Asbestos fibres, fabricated; compressed asbestos fibre jointing, in sheets or rolls","Feuilles en amiante et élastomères comprimés, pour joints, même présentées en rouleaux"
"681290","Type 13","68","12","90","Asbestos; goods n.e.s. in heading no. 6812, of a mixture with a basis of asbestos and magnesium carbonate, whether or not reinforced (excluding goods of heading no. 6811 or 6813)","Autres"
"681310","Type 13","68","13","10","Brake linings and pads; with a basis of asbestos, of other mineral substances or of cellulose","Garnitures de freins"
"681390","Type 13","68","13","90","Friction material; unmounted, for clutches or the like, with a basis of asbestos, of other mineral substances or of cellulose, other than brake linings and pads","Autres"
"681410","Type 13","68","14","10","Mica; plates, sheets and strips of agglomerated or reconstituted mica, whether or not on a support of paper, paperboard or other materials","Plaques, feuilles et bandes en mica aggloméré ou reconstitué, même sur support"
"681490","Type 13","68","14","90","Mica; worked mica and articles of mica (excluding plates, sheets and strips) whether or not on a support of paper, paperboard or other materials","Autres"
"681510","Type 13","68","15","10","Stone articles and other mineral substances, non-electrical articles of graphite or other carbon","Ouvrages en graphite ou en autre carbone, pour usages autres qu'électriques"
"681520","Type 13","68","15","20","Peat; articles of peat n.e.s. or included","Ouvrages en tourbe"
"681591","Type 13","68","15","91","Stone articles and articles of other mineral substances; containing magnesite, dolomite or chromite","Autres ouvrages : Contenant de la magnésite, de la dolomie ou de la chromite"
"681599","Type 13","68","15","99","Stone articles and articles of other mineral substances; n.e.s. or included in heading no. 6815","Autres ouvrages : Autres"
"690100","Type 13","69","01","00","Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (eg kieselguhr, tripolite or diatomite) or of similar siliceous earths","Briques, dalles, carreaux et autres pièces céramiques en farines siliceuses fossiles (kieselguhr, tripolite, diatomite, par exemple) ou en terres siliceuses analogues"
"690210","Type 13","69","02","10","Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods; containing by weight, singly or together, more than 50% of the elements Mg, Ca or Cr, expressed as MgO, CaO or Cr2o3","Contenant en poids plus de 50 % des éléments Mg, Ca ou Cr, pris isolément ou ensemble, exprimés en MgO, CaO ou Cr2O3"
"690220","Type 13","69","02","20","Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods; containing by weight more than 50% of alumina (Al2o3), of silica (SiO2) or of a mixture or compound of these","Contenant en poids plus de 50 % d'alumine (Al2O3), de silice (SiO2) ou d'un mélange ou combinaison de ces produits"
"690290","Type 13","69","02","90","Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods; n.e.s. in item no. 6902.1 or 6902.2","Autres"
"690310","Type 13","69","03","10","Refractory ceramic goods; containing by weight more than 50% of graphite or other forms of carbon or of a mixture of these products, excluding those of siliceous fossil meals or similar earths","Contenant en poids plus de 50 % de graphite ou d'autre carbone ou d'un mélange de ces produits"
"690320","Type 13","69","03","20","Refractory ceramic goods; containing by weight more than 50% of alumina or of a mixture or compound of alumina and of silica, excluding those of siliceous fossil meals or similar earths","Contenant en poids plus de 50 % d'alumine (A12O3) ou d'un mélange ou combinaison d'alumine et de silice (SiO2)"
"690390","Type 13","69","03","90","Refractory ceramic goods; composition of which n.e.s. in heading no. 6903, other than those of siliceous fossil meals or similar earths","Autres"
"690410","Type 13","69","04","10","Ceramic building bricks","Briques de construction"
"690490","Type 13","69","04","90","Ceramic flooring blocks, supports or filler tiles and the like (excluding building bricks)","Autres"
"690510","Type 13","69","05","10","Ceramic roofing tiles","Tuiles"
"690590","Type 13","69","05","90","Ceramic chimney-pots, cowls, chimney liners, architectural ornaments and other constructional goods (excluding roofing tiles)","Autres"
"690600","Type 13","69","06","00","Ceramic pipes, conduits, guttering and pipe fittings","Tuyaux, gouttières et accessoires de tuyauterie, en céramique"
"690710","Type 13","69","07","10","Ceramic tiles, cubes and similar articles; unglazed, whether or not rectangular, the largest surface area of which is capable of being enclosed in a square the side of which is less than 7cm","Carreaux, cubes, dés et articles similaires, même de forme autre que carrée ou rectangulaire, dont la plus grande surface peut être inscrite dans un carré dont le côté est inférieur à 7 cm"
"690790","Type 13","69","07","90","Ceramic flags and paving; unglazed","Autres"
"690810","Type 13","69","08","10","Ceramic tiles, cubes and similar articles; glazed, whether or not rectangular or on a backing, with the largest surface area less than a 7cm square","Carreaux, cubes, dés et articles similaires, même de forme autre que carrée ou rectangulaire, dont la plus grande surface peut être inscrite dans un carré dont le côté est inférieur à 7 cm"
"690890","Type 13","69","08","90","Ceramic flags and pavings; glazed","Autres"
"690911","Type 13","69","09","11","Ceramic wares; for laboratory, chemical or other technical uses, of porcelain or china","Appareils et articles pour usages chimiques ou autres usages techniques : En porcelaine"
"690912","Type 13","69","09","12","Ceramic wares; for laboratory, chemical or other technical uses, articles having a hardness equivalent to 9 or more on the Mohs scale","Appareils et articles pour usages chimiques ou autres usages techniques : Articles ayant une dureté équivalente à 9 ou davantage sur l'échelle de Mohs"
"690919","Type 13","69","09","19","Ceramic wares; for laboratory, chemical or other technical uses, other than articles having a hardness equivalent to 9 or more on the Mohs scale or of porcelain or china","Appareils et articles pour usages chimiques ou autres usages techniques : Autres"
"690990","Type 13","69","09","90","Ceramic wares; pots, jars and similar articles of a kind used for the conveyance or packing of goods and ceramic troughs, tubs and similar receptacles used in agriculture","Autres"
"691010","Type 13","69","10","10","Ceramic sinks, wash basins, wash basin pedestals, baths, bidets, water closet pans, flushing cisterns, urinals and similar sanitary fixtures; of porcelain or china","En porcelaine"
"691090","Type 13","69","10","90","Ceramic sinks, wash basins, wash basin pedestals, baths, bidets, water closet pans, flushing cisterns, urinals and similar sanitary fixtures; of other than porcelain or china","Autres"
"691110","Type 13","69","11","10","Tableware and kitchenware; of porcelain or china","Articles pour le service de la table ou de la cuisine"
"691190","Type 13","69","11","90","Household and toilet articles; n.e.s. in heading no. 6911, of porcelain or china","Autres"
"691200","Type 13","69","12","00","Ceramic tableware, kitchenware, other household articles and toilet articles; other than of porcelain or china","Vaisselle, autres articles de ménage ou d'économie domestique et articles d'hygiène ou de toilette, en céramique, autres qu'en porcelaine"
"691310","Type 13","69","13","10","Ceramic statuettes and other ornamental ceramic articles, of porcelain or china","En porcelaine"
"691390","Type 13","69","13","90","Ceramic statuettes and other ornamental ceramic articles; other than of porcelain or china","Autres"
"691410","Type 13","69","14","10","Ceramic articles n.e.s. in chapter 69; of porcelain or china","En porcelaine"
"691490","Type 13","69","14","90","Ceramic articles n.e.s. in chapter 69; other than of porcelain or china","Autres"
"700100","Type 13","70","01","00","Glass; cullet and other waste and scrap of glass, glass in the mass","Calcin et autres déchets et débris de verre ; verre en masse"
"700210","Type 13","70","02","10","Glass; unworked, in balls (other than microspheres of heading no. 7018)","Billes"
"700220","Type 13","70","02","20","Glass; unworked, in rods","Barres ou baguettes"
"700231","Type 13","70","02","31","Glass; unworked, in tubes, of fused quartz or other fused silica","Tubes : En quartz ou en autre silice fondus"
"700232","Type 13","70","02","32","Glass; unworked, tubes, of glass having a linear coefficient of expansion not exceeding 5 x 10-6 per kelvin within a temperature range of 0-300 degrees C","Tubes : En autre verre d'un coefficient de dilatation linéaire n'excédant pas 5 x 10-6 par Kelvin entre 0 °C et 300 °C"
"700239","Type 13","70","02","39","Glass; unworked, in tubes, other than of glass having a linear coefficient of expansion not exceeding 5 x 10-6 per kelvin within a temperature range of 0-300 degrees C, not fused quartz or other fused silica","Tubes : Autres"
"700312","Type 13","70","03","12","Glass; cast glass and rolled glass, non-wired sheets, coloured through the mass (body tinted), opacified, flashed or having an absorbent, reflecting or non-reflecting layer","Plaques et feuilles, non armées : Colorées dans la masse, opacifiées, plaquées (doublées) ou à couche absorbante, réfléchissante ou non réfléchissante"
"700319","Type 13","70","03","19","Glass; cast glass and rolled glass, non-wired sheets, (excluding those coloured throughout the mass (body tinted) opacified, flashed or having an absorbent or reflecting layer)","Plaques et feuilles, non armées : Autres"
"700320","Type 13","70","03","20","Glass; cast glass and rolled glass, wired sheets, whether or not having an absorbent or reflecting layer but not otherwise worked","Plaques et feuilles, armées"
"700330","Type 13","70","03","30","Glass; cast glass and rolled glass, profiles, not otherwise worked","Profilés"
"700420","Type 13","70","04","20","Glass; drawn and blown, in sheets, coloured throughout the mass (body tinted), opacified, flashed or having an absorbent, reflecting or non-reflecting layer, but not otherwise worked","Verre coloré dans la masse, opacifié, plaqué (doublé) ou à couche absorbante, réfléchissante ou non réfléchissante"
"700490","Type 13","70","04","90","Glass; drawn and blown, in sheets, (other than glass coloured throughout the mass (body tinted), opacified, flashed or having an absorbent, reflecting or non-reflecting layer)","Autre verre"
"700510","Type 13","70","05","10","Glass; float glass and surface ground or polished glass, in sheets, non-wired, having an absorbent reflecting or non-reflecting layer","Glace non armée, à couche absorbante, réfléchissante ou non réfléchissante"
"700521","Type 13","70","05","21","Glass; float glass and surface ground or polished glass, in sheets, non-wired, coloured throughout the mass (body tinted), opacified, flashed or merely surface ground","Autre glace non armée : Colorée dans la masse, opacifiée, plaquée (doublée) ou simplement doucie"
"700529","Type 13","70","05","29","Glass; float glass and surface ground or polished glass, in sheets, non-wired, (other than coloured throughout the mass (body tinted), opacified, flashed or merely surface ground)","Autre glace non armée : Autre"
"700530","Type 13","70","05","30","Glass; float glass and surface ground or polished glass, in sheets, wired glass, whether or not having an absorbent or reflecting layer","Glace armée"
"700600","Type 13","70","06","00","Glass of heading no. 7003, 7004 or 7005; bent, edge-worked, engraved, drilled, enamelled or otherwise worked, but not framed or fitted with other materials","Verre des n°7003, 7004 ou 7005, courbé, biseauté, gravé, percé, émaillé ou autrement travaillé, mais non encadré ni associé à d'autres matières"
"700711","Type 13","70","07","11","Glass; safety glass, toughened (tempered), of size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels","Verres trempés : De dimensions et formats permettant leur emploi dans les automobiles, véhicules aériens, bateaux ou autres véhicules"
"700719","Type 13","70","07","19","Glass; safety glass, toughened (tempered), (not of a size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels)","Verres trempés : Autres"
"700721","Type 13","70","07","21","Glass; safety glass, laminated, of size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels","Verres formés de feuilles contre-collées : De dimensions et formats permettant leur emploi dans les automobiles, véhicules aériens, bateaux ou autres véhicules"
"700729","Type 13","70","07","29","Glass; safety glass, laminated, (not of a size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels)","Verres formés de feuilles contre-collées : Autres"
"700800","Type 13","70","08","00","Glass; multiple-walled insulating units of glass","Vitrages isolants à parois multiples"
"700910","Type 13","70","09","10","Glass; rear-view mirrors for vehicles","Miroirs rétroviseurs pour véhicules"
"700991","Type 13","70","09","91","Glass mirrors; unframed, excluding rear-view mirrors for vehicles","Autres : Non encadrés"
"700992","Type 13","70","09","92","Glass mirrors; framed, excluding rear-view mirrors for vehicles","Autres : Encadrés"
"701010","Type 13","70","10","10","Glass; ampoules, of a kind used for the conveyance or packing of goods","Ampoules"
"701020","Type 13","70","10","20","Glass; stoppers, lids and other closures","Bouchons, couvercles et autres dispositifs de fermeture"
"701090","Type 13","70","10","90","Glass; carboys, bottles, flasks, jars, pots, phials and other containers of glass, (not ampoules), used for the conveyance or packing of goods","Autres"
"701110","Type 13","70","11","10","Glass envelopes (including bulbs and tubes); open, and glass parts thereof, without fittings, for electric lighting","Pour l'éclairage électrique"
"701120","Type 13","70","11","20","Glass envelopes (including bulbs and tubes); open, and glass parts thereof, without fittings, for cathode-ray tubes","Pour tubes cathodiques"
"701190","Type 13","70","11","90","Glass envelopes (including bulbs and tubes); open, and glass parts thereof, without fittings, other than for electric lighting and cathode-ray tubes","Autres"
"701200","Type 13","70","12","00","Glass; inners for vacuum flasks or other vacuum vessels","Ampoules en verre pour bouteilles isolantes ou pour autres récipients isothermiques, dont l'isolation est assurée par le vide"
"701310","Type 13","70","13","10","Glassware; of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (other than of heading no. 7010 or 7018), of glass-ceramics","Objets en vitrocérame"
"701321","Type 13","70","13","21","Glassware; drinking glasses, of lead crystal","Verres à boire, autres qu'en vitrocérame : En cristal au plomb"
"701329","Type 13","70","13","29","Glassware; drinking glasses, not of glass-ceramics or lead crystal","Verres à boire, autres qu'en vitrocérame : Autres"
"701331","Type 13","70","13","31","Glassware; of a kind used for table or kitchen purposes, (excluding drinking glasses), of lead crystal","Objets pour le service de la table (autres que les verres à boire) ou pour la cuisine, autres qu'en vitrocérame : En cristal au plomb"
"701332","Type 13","70","13","32","Glassware; of a kind used for table or kitchen purposes, of glass having a linear co-efficient of expansion not exceeding 5 x 10-6 per kelvin within a temperature range of 0-300 degrees C, (not of glass-ceramics)","Objets pour le service de la table (autres que les verres à boire) ou pour la cuisine, autres qu'en vitrocérame : En verre d'un coefficient de dilatation linéaire n'excédant pas 5 x 10-6 par Kelvin entre 0°C et 300°C"
"701339","Type 13","70","13","39","Glassware; used for table or kitchen purposes, (not of lead crystal or glass-ceramics or glass having a linear co-efficient of expansion not exceeding 5 x 10-6 per kelvin with a temperature range of 0-300 degrees c)","Objets pour le service de la table (autres que les verres à boire) ou pour la cuisine, autres qu'en vitrocérame : Autres"
"701391","Type 13","70","13","91","Glassware; n.e.s. in heading no. 7013, of lead crystal","Autres objets : En cristal au plomb"
"701399","Type 13","70","13","99","Glassware; n.e.s. in heading no. 7013, other than of lead crystal","Autres objets : Autres"
"701400","Type 13","70","14","00","Glassware; signalling, (not optically worked)","Verrerie de signalisation et éléments d'optique en verre (autres que ceux du n°7015), non travaillés optiquement"
"701510","Type 13","70","15","10","Glasses for corrective spectacles; curved, bent, hollowed or the like, not optically worked","Verres de lunetterie médicale"
"701590","Type 13","70","15","90","Glasses; clock or watch and similar, glasses for non-corrective spectacles, curved, bent, hollowed etc, (not optically worked), hollow glass spheres and segments, for the manufacture of such glasses","Autres"
"701610","Type 13","70","16","10","Glass cubes and other glass smallwares; whether or not on a backing, for mosaics or similar decorative purposes","Cubes, dés et autre verrerie, même sur support, pour mosaïques ou décorations similaires"
"701690","Type 13","70","16","90","Multicellular or foam glass; in blocks, panels, plates, shells or similar forms; paving blocks, slabs, bricks and other articles of pressed or moulded glass","Autres"
"701710","Type 13","70","17","10","Glassware; laboratory, hygienic or pharmaceutical, whether or not graduated or calibrated, of fused quartz or other fused silica","En quartz ou en autre silice fondus"
"701720","Type 13","70","17","20","Glassware; laboratory, hygienic or pharmaceutical, whether or not graduated or calibrated, having a linear co-efficient of expansion not over 5 x 10-6 per kelvin with a temperature of 0-300 degrees C","En autre verre d'un coefficient de dilatation linéaire n'excédant pas 5 x 10-6 par Kelvin entre 0°C et 300°C"
"701790","Type 13","70","17","90","Glassware; laboratory, hygienic or pharmaceutical, whether or not graduated or calibrated, of glass n.e.s. in heading no. 7017","Autre"
"701810","Type 13","70","18","10","Glass; beads, imitation pearls, imitation precious or semi-precious stones and similar glass smallwares","Perles de verre, imitations de perles fines ou de culture, imitations de pierres gemmes et articles similaires de verroterie"
"701820","Type 13","70","18","20","Glass microspheres; not exceeding 1mm in diameter","Microsphères de verre d'un diamètre n'excédant pas 1 mm"
"701890","Type 13","70","18","90","Glass; articles thereof, statuettes and other ornaments of lamp worked glass, other than imitation jewellery","Autres"
"701911","Type 13","70","19","11","Glass fibres; (including glass wool), chopped strands, of a length of not more than 50mm","Mèches, stratifils (rovings) et fils, coupés ou non : Fils coupés (chopped strands), d'une longueur n'excédant pas 50 mm"
"701912","Type 13","70","19","12","Glass fibres; (including glass wool), rovings","Mèches, stratifils (rovings) et fils, coupés ou non : Stratifils (rovings)"
"701919","Type 13","70","19","19","Glass fibres; (including glass wool), slivers, yarns and threads","Mèches, stratifils (rovings) et fils, coupés ou non : Autres"
"701931","Type 13","70","19","31","Glass fibres; non-woven products, mats","Voiles, nappes, mats, matelas, panneaux et produits similaires non tissés : Mats"
"701932","Type 13","70","19","32","Glass fibres; non-woven products, thin sheets (voiles)","Voiles, nappes, mats, matelas, panneaux et produits similaires non tissés : Voiles"
"701939","Type 13","70","19","39","Glass fibres; webs, mattresses, boards and similar non-woven products excluding mats and thin sheets","Voiles, nappes, mats, matelas, panneaux et produits similaires non tissés : Autres"
"701940","Type 13","70","19","40","Glass fibres; woven fabrics of rovings","Tissus de stratifils (rovings)"
"701951","Type 13","70","19","51","Glass fibres; woven fabrics (other than of rovings), of a width not exceeding 30cm","Autres tissus : D'une largeur n'excédant pas 30 cm"
"701952","Type 13","70","19","52","Glass fibres; woven fabrics (other than of rovings), of a width exceeding 30cm, plain weave, weighing less than 250g/m2, of filaments measuring per single yarn not more than 136 tex","Autres tissus : D'une largeur excédant 30 cm, à armure toile, d'un poids inférieur à 250 g/m², de filaments titrant par fils simples 136 tex ou moins"
"701959","Type 13","70","19","59","Glass fibres; woven fabrics (other than of rovings), n.e.s. in item no. 7019.5","Autres tissus : Autres"
"701990","Type 13","70","19","90","Glass fibres; n.e.s. in heading no. 7019","Autres"
"702000","Type 13","70","20","00","Glass; articles n.e.s. in chapter 70","Autres ouvrages en verre"
"710110","Type 14","71","01","10","Pearls; natural, whether or not worked or graded (but not strung, mounted or set), temporarily strung for the convenience of transport","Perles fines"
"710121","Type 14","71","01","21","Pearls; cultured, unworked, whether or not graded (but not strung, mounted or set), temporarily strung for the convenience of transport","Perles de culture : Brutes"
"710122","Type 14","71","01","22","Pearls; cultured, worked, whether or not graded (but not strung, mounted or set), temporarily strung for the convenience of transport","Perles de culture : Travaillées"
"710210","Type 14","71","02","10","Diamonds; whether or not worked, but not mounted or set, unsorted","Non triés"
"710221","Type 14","71","02","21","Diamonds; industrial, unworked or simply sawn, cleaved or bruted, but not mounted or set","Industriels : Bruts ou simplement sciés, clivés ou débrutés"
"710229","Type 14","71","02","29","Diamonds; industrial, (other than unworked or simply sawn, cleaved or bruted), but not mounted or set","Industriels : Autres"
"710231","Type 14","71","02","31","Diamonds; non-industrial, unworked or simply sawn, cleaved or bruted, but not mounted or set","Non industriels : Bruts ou simplement sciés, clivés ou débrutés"
"710239","Type 14","71","02","39","Diamonds; non-industrial, (other than unworked or simply sawn, cleaved or bruted), but not mounted or set","Non industriels : Autres"
"710310","Type 14","71","03","10","Stones; precious (other than diamonds) and semi-precious stones, unworked or simply sawn or roughly shaped, not strung, mounted or set","Brutes ou simplement sciées ou dégrossies"
"710391","Type 14","71","03","91","Stones; rubies, sapphires and emeralds, worked (other than simply sawn or roughly shaped), not strung, mounted or set","Autrement travaillées : Rubis, saphirs et émeraudes"
"710399","Type 14","71","03","99","Stones; precious (other than diamonds) and semi-precious stones, (other than rubies, sapphires and emeralds), worked other than simply sawn or roughly shaped, not strung, mounted or set","Autrement travaillées : Autres"
"710410","Type 14","71","04","10","Stones; precious or semi-precious, synthetic or reconstructed, piezo-electric quartz, whether or not worked or graded (but not strung, mounted or set), temporarily strung for transport convenience","Quartz piézo-électrique"
"710420","Type 14","71","04","20","Stones; precious or semi-precious, synthetic or reconstructed, (not piezo-electric quartz), unworked or simply sawn, roughly shaped, (not strung, mounted or set), temporarily strung for transport convenience","Autres, brutes ou simplement sciées ou dégrossies"
"710490","Type 14","71","04","90","Stones; precious or semi-precious, synthetic or reconstructed, (not piezo-electric quartz), worked or graded or not, (but not strung, mounted or set), temporarily strung for transport convenience, n.e.s. in item no. 7104.20","Autres"
"710510","Type 14","71","05","10","Stones; precious and semi-precious, dust and powder, of diamonds","De diamants"
"710590","Type 14","71","05","90","Stones; precious and semi-precious, dust and powder, of natural or synthetic precious or semi-precious stones, excluding diamonds","Autres"
"710610","Type 14","71","06","10","Metals; silver powder","Poudres"
"710691","Type 14","71","06","91","Metals; silver, unwrought, (but not powder)","Autres : Sous formes brutes"
"710692","Type 14","71","06","92","Metals; silver, semi-manufactured","Autres : Sous formes mi-ouvrées"
"710700","Type 14","71","07","00","Base metals clad with silver; not further worked than semi-manufactured","Plaqué ou doublé d'argent sur métaux communs, sous formes brutes ou mi-ouvrées"
"710811","Type 14","71","08","11","Metals; gold, non-monetary, powder","A usages non monétaires : Poudres"
"710812","Type 14","71","08","12","Metals; gold, non-monetary, unwrought (but not powder)","A usages non monétaires : Sous autres formes brutes"
"710813","Type 14","71","08","13","Metals; gold, semi-manufactured","A usages non monétaires : Sous autres formes mi-ouvrées"
"710820","Type 14","71","08","20","Gold, monetary","A usage monétaire"
"710900","Type 14","71","09","00","Base metals or silver; clad with gold, not further worked than semi-manufactured","Plaqué ou doublé d'or sur métaux communs ou sur argent, sous formes brutes ou mi-ouvrées"
"711011","Type 14","71","10","11","Metals; platinum, unwrought or in powder form","Platine : Sous formes brutes ou en poudre"
"711019","Type 14","71","10","19","Metals; platinum, semi-manufactured","Platine : Autres"
"711021","Type 14","71","10","21","Metals; palladium, unwrought or in powder form","Palladium : Sous formes brutes ou en poudre"
"711029","Type 14","71","10","29","Metals; palladium, semi-manufactured","Palladium : Autres"
"711031","Type 14","71","10","31","Metals; rhodium, unwrought or in powder form","Rhodium : Sous formes brutes ou en poudre"
"711039","Type 14","71","10","39","Metals; rhodium, semi-manufactured","Rhodium : Autres"
"711041","Type 14","71","10","41","Metals; iridium, osmium, ruthenium, unwrought or in powder form","Iridium, osmium et ruthénium : Sous formes brutes ou en poudre"
"711049","Type 14","71","10","49","Metals; iridium, osmium, ruthenium, semi-manufactured","Iridium, osmium et ruthénium : Autres"
"711100","Type 14","71","11","00","Base metals, silver or gold, clad with platinum; not further worked than semi-manufactured","Plaqué ou doublé de platine sur métaux communs, sur argent ou sur or, sous formes brutes ou mi-ouvrées"
"711230","Type 14","71","12","30","Waste and scrap of precious metal or of metal clad with precious metal; ash containing precious metal or precious metal compounds","Cendres contenant des métaux précieux ou des composés de métaux précieux, à l'exclusion des cendres d'orfèvre"
"711291","Type 14","71","12","91","Waste and scrap of precious metals; of gold, including metal clad with gold but excluding sweepings containing other precious metals","Autres : D'or, même de plaqué ou doublé d'or, à l'exclusion des cendres d'orfèvre contenant d'autres métaux précieux"
"711292","Type 14","71","12","92","Waste and scrap of precious metals; of platinum, including metal clad with platinum but excluding sweepings containing other precious metals","Autres : De platine, même de plaqué ou doublé de platine, à l'exclusion des cendres d'orfèvre contenant d'autres métaux précieux"
"711299","Type 14","71","12","99","Waste and scrap of precious metals; waste and scrap of precious metals including metal clad with precious metals, other than that of gold and platinum and excluding ash which contains precious metal or precious metal compounds","Autres : Autres"
"711311","Type 14","71","13","11","Jewellery; of silver, whether or not plated or clad with other precious metal, and parts thereof","En métaux précieux, même revêtus, plaqués ou doublés de métaux précieux : En argent, même revêtu, plaqué ou doublé d'autres métaux précieux"
"711319","Type 14","71","13","19","Jewellery; of precious metal (excluding silver) whether or not plated or clad with precious metal, and parts thereof","En métaux précieux, même revêtus, plaqués ou doublés de métaux précieux : En autres métaux précieux, même revêtus, plaqués ou doublés de métaux précieux"
"711320","Type 14","71","13","20","Jewellery; of base metal clad with precious metal, and parts thereof","En plaqués ou doublés de métaux précieux sur métaux communs"
"711411","Type 14","71","14","11","Silversmiths' wares; and parts thereof, of silver, whether or not plated or clad with other precious metal","En métaux précieux, même revêtus, plaqués ou doublés de métaux précieux : En argent, même revêtu, plaqué ou doublé d'autres métaux précieux"
"711419","Type 14","71","14","19","Goldsmiths' wares; articles of and parts thereof, of precious metal (excluding silver) whether or not plated or clad with precious metal","En métaux précieux, même revêtus, plaqués ou doublés de métaux précieux : En autres métaux précieux, même revêtus, plaqués ou doublés de métaux précieux"
"711420","Type 14","71","14","20","Goldsmiths' and silversmiths' wares; articles of and parts thereof, of base metal clad with precious metal","En plaqués ou doublés de métaux précieux sur métaux communs"
"711510","Type 14","71","15","10","Metal; catalysts in the form of wire cloth or grill, of platinum","Catalyseurs sous forme de toiles ou de treillis en platine"
